customer_id,months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,insured_sex,capital-gains,capitalloss,incident_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model
10530,15,34,IN,2000,1586.41,FEMALE,33500,58900,Single Vehicle Collision,Major Damage,Police,10,1,YES,1,3,?,75570,6870,13740,54960,X5
10531,354,48,IL,2000,1526.11,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Police,12,1,?,2,3,YES,90240,15040,15040,60160,Malibu
10532,342,53,IN,1000,1028.44,FEMALE,0,0,Single Vehicle Collision,Major Damage,Ambulance,12,1,?,0,0,NO,80960,14720,7360,58880,MDX
10533,169,38,IL,1000,1555.94,MALE,23300,0,Multi-vehicle Collision,Total Loss,Other,12,3,NO,1,3,YES,79080,6590,13180,59310,C300
10534,339,49,IN,2000,1570.77,MALE,98800,65300,Vehicle Theft,Minor Damage,None,13,1,NO,0,3,NO,6820,1240,620,4960,ML350
10535,259,42,OH,2000,1170.53,FEMALE,65000,49200,Multi-vehicle Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,5690,11380,45520,Pathfinder
10536,65,23,OH,1000,1099.95,FEMALE,0,71900,Single Vehicle Collision,Major Damage,Other,14,1,NO,1,0,YES,52400,6550,6550,39300,MDX
10537,254,46,IL,2000,1472.43,MALE,0,90600,Multi-vehicle Collision,Major Damage,Ambulance,3,3,?,1,3,YES,63580,5780,11560,46240,Jetta
10538,440,55,IL,500,1275.62,FEMALE,0,56200,Multi-vehicle Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,6140,6140,49120,Ultima
10539,478,63,IL,1000,1292.3,MALE,47600,0,Parked Car,Minor Damage,None,5,1,YES,1,3,NO,4700,940,470,3290,Neon
10540,230,44,IN,2000,1009.37,FEMALE,45400,39400,Single Vehicle Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,13480,13480,47180,X5
10541,138,30,OH,500,1093.07,FEMALE,27700,72400,Single Vehicle Collision,Major Damage,Other,0,1,?,2,2,NO,83160,6930,13860,62370,Jetta
10542,239,41,OH,1000,1325.44,FEMALE,51400,6300,Parked Car,Trivial Damage,Police,22,1,?,0,2,YES,10790,1660,830,8300,E400
10543,93,31,IL,2000,1017.18,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Police,21,3,YES,1,3,NO,48070,8740,8740,30590,92x
10544,37,25,OH,1000,1221.17,FEMALE,49300,0,Multi-vehicle Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030,5670,11340,34020,Impreza
10545,254,40,IN,500,1927.87,MALE,0,0,Single Vehicle Collision,Minor Damage,Fire,10,1,YES,0,1,?,43280,0,5410,37870,Civic
10546,131,29,IN,1000,978.27,FEMALE,65700,0,Single Vehicle Collision,Major Damage,Fire,5,1,?,1,3,NO,76400,15280,7640,53480,Forrestor
10547,230,43,IN,2000,1221.14,MALE,48100,0,Single Vehicle Collision,Total Loss,Ambulance,13,1,?,0,2,?,75460,13720,13720,48020,A5
10548,313,50,OH,2000,1255.62,MALE,0,0,Multi-vehicle Collision,Major Damage,Other,18,3,YES,2,1,YES,69000,13800,6900,48300,F150
10549,210,38,IN,500,999.52,MALE,0,0,Vehicle Theft,Minor Damage,Police,6,1,?,1,2,NO,8640,1440,720,6480,TL
10550,101,29,OH,500,1380.89,MALE,30000,53000,Multi-vehicle Collision,Minor Damage,Ambulance,0,3,?,2,1,?,67210,12220,12220,42770,X6
10551,153,37,IN,500,1010.77,MALE,52300,55600,Multi-vehicle Collision,Total Loss,Ambulance,5,3,?,0,3,NO,42500,4250,4250,34000,Jetta
10552,337,53,OH,500,1205.86,MALE,0,34600,Single Vehicle Collision,Minor Damage,Fire,8,1,YES,0,1,NO,86400,14400,7200,64800,RSX
10553,360,51,IL,1000,1526.61,MALE,0,32900,Vehicle Theft,Minor Damage,Police,5,1,YES,2,2,?,4620,840,840,2940,RAM
10554,428,53,IL,1000,1496.44,FEMALE,0,0,Parked Car,Trivial Damage,Police,9,1,YES,2,2,NO,6930,630,1260,5040,CRV
10555,204,40,IL,500,1256.2,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Other,10,3,YES,1,2,YES,41700,8340,8340,25020,95
10556,364,51,IL,500,1268.35,MALE,0,0,Single Vehicle Collision,Major Damage,Other,16,1,YES,2,1,NO,77330,14060,14060,49210,Jetta
10557,185,35,IN,2000,1421.59,MALE,0,0,Vehicle Theft,Trivial Damage,Police,8,1,?,2,3,YES,4950,900,450,3600,F150
10558,63,26,IL,500,1500.04,MALE,0,36500,Vehicle Theft,Minor Damage,Police,5,1,NO,0,2,YES,5160,860,860,3440,TL
10559,210,35,IL,500,1433.24,FEMALE,0,19500,Multi-vehicle Collision,Total Loss,Fire,11,3,NO,2,1,?,24570,2730,2730,19110,95
10560,194,38,IN,2000,1231.25,FEMALE,46500,0,Multi-vehicle Collision,Minor Damage,Ambulance,15,3,?,1,0,?,53680,4880,9760,39040,Camry
10561,294,49,IN,500,1135.43,MALE,22700,0,Multi-vehicle Collision,Total Loss,Police,23,3,YES,1,1,YES,42900,3900,3900,35100,Malibu
10562,272,41,OH,2000,945.73,MALE,38600,42800,Single Vehicle Collision,Minor Damage,Fire,23,1,NO,0,0,NO,84100,16820,8410,58870,Escape
10563,27,27,IN,2000,1118.76,FEMALE,0,55800,Single Vehicle Collision,Total Loss,Fire,23,1,?,1,3,?,61560,6840,6840,47880,Fusion
10564,251,39,IN,2000,1231.98,FEMALE,0,31700,Single Vehicle Collision,Minor Damage,Police,10,1,YES,0,0,?,44240,5530,5530,33180,RAM
10565,180,33,IN,2000,1005.47,FEMALE,58100,49000,Multi-vehicle Collision,Minor Damage,Ambulance,12,4,?,2,3,YES,57700,11540,5770,40390,Grand Cherokee
10566,392,50,OH,2000,1108.97,FEMALE,68400,66800,Single Vehicle Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,16620,16620,74790,92x
10567,143,30,IN,500,1392.39,FEMALE,0,65700,Single Vehicle Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,10860,5430,38010,Highlander
10568,371,54,IN,2000,1317.97,MALE,34700,81000,Multi-vehicle Collision,Major Damage,Ambulance,18,3,?,1,2,?,32280,5380,5380,21520,Fusion
10569,292,42,IN,1000,1588.22,MALE,0,53800,Multi-vehicle Collision,Total Loss,Other,15,3,YES,1,1,NO,84600,16920,8460,59220,Malibu
10570,165,35,IL,500,900.02,MALE,0,49900,Single Vehicle Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,6970,6970,55760,3 Series
10571,158,33,OH,1000,1744.64,MALE,0,0,Multi-vehicle Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400,3640,7280,25480,Jetta
10572,241,39,OH,1000,1260.56,FEMALE,0,54900,Multi-vehicle Collision,Minor Damage,Police,20,3,NO,0,2,YES,37520,4690,4690,28140,Wrangler
10573,103,33,OH,2000,1021.14,FEMALE,69500,47700,Multi-vehicle Collision,Major Damage,Ambulance,1,3,NO,2,3,?,79090,14380,14380,50330,RAM
10574,402,54,OH,2000,1285.09,MALE,48000,79600,Single Vehicle Collision,Major Damage,Other,19,1,NO,0,2,YES,67770,7530,15060,45180,ML350
10575,102,32,OH,500,1537.07,MALE,0,0,Single Vehicle Collision,Total Loss,Other,11,1,NO,1,0,NO,47400,9480,4740,33180,Silverado
10576,182,40,IN,1000,1022.42,MALE,50000,56900,Single Vehicle Collision,Total Loss,Other,13,1,YES,0,2,?,71100,7110,14220,49770,A3
10577,282,46,OH,2000,1558.86,MALE,51100,75100,Single Vehicle Collision,Minor Damage,Police,2,1,?,2,2,NO,69400,13880,6940,48580,M5
10578,222,39,OH,500,1757.87,MALE,71400,0,Multi-vehicle Collision,Major Damage,Other,9,3,YES,2,1,?,55000,5000,10000,40000,93
10579,415,52,IN,1000,973.5,MALE,50400,0,Multi-vehicle Collision,Total Loss,Police,15,2,YES,1,3,YES,51090,7860,7860,35370,Highlander
10580,51,34,OH,500,1430.8,MALE,0,0,Single Vehicle Collision,Major Damage,Fire,23,1,?,2,3,NO,64200,6420,19260,38520,Civic
10581,255,45,IL,500,1192.27,MALE,0,40200,Single Vehicle Collision,Total Loss,Other,16,1,NO,2,0,YES,67320,12240,12240,42840,Fusion
10582,143,31,IL,500,1163.83,MALE,37700,0,Multi-vehicle Collision,Major Damage,Other,21,4,YES,2,0,?,76120,6920,13840,55360,A5
10583,130,28,OH,1000,1003.15,FEMALE,0,38500,Multi-vehicle Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,85020,13080,13080,58860,Fusion
10584,242,41,OH,2000,1153.54,MALE,0,57000,Multi-vehicle Collision,Minor Damage,Fire,3,3,NO,0,1,?,68090,12380,12380,43330,Corolla
10585,96,27,IL,1000,1631.1,FEMALE,0,0,Parked Car,Trivial Damage,Police,4,1,?,1,2,NO,6030,670,670,4690,Pathfinder
10586,180,35,IL,1000,1252.48,MALE,0,55800,Vehicle Theft,Minor Damage,None,17,1,?,1,3,NO,5100,1020,510,3570,Malibu
10587,150,30,IN,1000,1677.26,MALE,40100,0,Vehicle Theft,Trivial Damage,Police,7,1,YES,1,3,YES,4590,510,510,3570,Jetta
10588,463,59,IL,1000,979.73,FEMALE,51700,0,Multi-vehicle Collision,Major Damage,Other,14,2,?,1,2,NO,72400,7240,14480,50680,Tahoe
10589,472,64,IN,500,989.24,MALE,0,0,Single Vehicle Collision,Major Damage,Fire,13,1,NO,2,3,NO,70900,14180,7090,49630,ML350
10590,75,25,IL,1000,1389.86,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Other,23,2,?,2,3,YES,65100,6510,6510,52080,93
10591,193,40,OH,500,1233.85,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Ambulance,23,3,?,2,1,YES,64260,0,14280,49980,Escape
10592,43,43,IL,500,1320.39,FEMALE,0,0,Single Vehicle Collision,Major Damage,Ambulance,16,1,?,2,1,?,79970,7270,21810,50890,CRV
10593,253,41,IN,1000,1435.09,FEMALE,36600,0,Single Vehicle Collision,Total Loss,Police,17,1,NO,2,0,?,56610,6290,6290,44030,Tahoe
10594,152,30,IN,500,1448.54,FEMALE,58600,0,Single Vehicle Collision,Major Damage,Fire,9,1,YES,1,1,?,84590,7690,7690,69210,Highlander
10595,160,38,OH,500,1733.56,MALE,0,43800,Multi-vehicle Collision,Major Damage,Fire,13,3,NO,2,1,YES,66780,7420,14840,44520,ML350
10596,56,36,IN,500,1533.07,MALE,0,28800,Single Vehicle Collision,Major Damage,Police,13,1,YES,1,2,YES,58500,0,6500,52000,Escape
10597,286,41,IL,500,1106.77,FEMALE,45500,62500,Parked Car,Trivial Damage,Police,3,1,?,2,0,NO,5000,500,500,4000,RAM
10598,3,29,IL,500,995.7,FEMALE,0,0,Parked Car,Trivial Damage,Police,3,1,?,2,1,?,5000,500,1000,3500,E400
10599,286,41,IL,1000,1298.85,FEMALE,71300,70300,Multi-vehicle Collision,Major Damage,Ambulance,16,3,?,1,3,YES,54450,6050,12100,36300,92x
10600,239,38,OH,1000,1276.73,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Police,12,3,NO,1,3,?,61920,6880,6880,48160,93
10601,64,29,OH,2000,1202.28,MALE,0,61400,Single Vehicle Collision,Minor Damage,Ambulance,4,1,?,1,2,NO,43700,4370,4370,34960,Pathfinder
10602,98,31,IN,500,671.92,MALE,0,26400,Single Vehicle Collision,Minor Damage,Other,3,1,?,2,0,?,64080,7120,7120,49840,Escape
10603,16,35,IL,1000,1358.03,MALE,59300,31400,Single Vehicle Collision,Total Loss,Other,0,1,NO,2,1,?,55000,10000,10000,35000,Jetta
10604,70,27,IN,1000,1008.79,FEMALE,46000,0,Vehicle Theft,Trivial Damage,Police,19,1,NO,2,3,?,4400,0,550,3850,Camry
10605,75,27,OH,1000,1141.1,MALE,0,0,Multi-vehicle Collision,Minor Damage,Police,15,2,?,0,1,YES,71640,5970,11940,53730,Highlander
10606,246,44,OH,1000,1397,MALE,0,0,Single Vehicle Collision,Minor Damage,Other,6,1,NO,1,0,NO,61740,6860,6860,48020,MDX
10607,110,27,OH,1000,1664.66,FEMALE,0,66200,Single Vehicle Collision,Total Loss,Ambulance,3,1,?,0,3,?,57500,5750,5750,46000,A3
10608,236,39,IN,1000,1151.39,FEMALE,0,63900,Parked Car,Minor Damage,Police,17,1,YES,0,0,?,8700,870,1740,6090,RSX
10609,267,46,OH,2000,1546.01,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Police,4,4,NO,2,1,?,77100,15420,7710,53970,Jetta
10610,463,57,IL,500,1063.67,MALE,0,0,Single Vehicle Collision,Minor Damage,Police,14,1,NO,2,0,YES,59400,6600,6600,46200,Neon
10611,303,46,IN,1000,709.14,MALE,0,0,Multi-vehicle Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,9980,4990,39920,Corolla
10612,137,30,IL,500,1039.55,MALE,55600,59700,Multi-vehicle Collision,Minor Damage,Other,4,3,?,2,1,?,74030,6730,13460,53840,Tahoe
10613,56,42,IL,500,1339.39,FEMALE,0,0,Single Vehicle Collision,Total Loss,Other,13,1,?,1,2,YES,61490,11180,11180,39130,X5
10614,75,27,IN,1000,1202.75,MALE,57900,90100,Multi-vehicle Collision,Minor Damage,Police,23,3,NO,0,2,YES,79560,6630,13260,59670,Passat
10615,131,33,IL,2000,1081.17,MALE,0,65200,Parked Car,Minor Damage,Police,3,1,?,0,1,NO,4900,490,490,3920,Camry
10616,153,34,IL,500,991.39,MALE,45600,61400,Multi-vehicle Collision,Total Loss,Other,0,3,?,1,0,NO,77770,14140,14140,49490,Pathfinder
10617,255,43,IN,500,984.02,FEMALE,75800,0,Multi-vehicle Collision,Major Damage,Fire,14,2,?,2,2,?,74700,7470,14940,52290,Maxima
10618,103,26,IL,500,1354.83,MALE,66300,0,Multi-vehicle Collision,Minor Damage,Police,14,2,NO,2,2,?,40600,4060,4060,32480,Passat
10619,97,28,OH,1000,830.31,MALE,0,32600,Single Vehicle Collision,Total Loss,Ambulance,22,1,?,1,0,?,45270,10060,10060,25150,Wrangler
10620,214,36,IL,2000,987.42,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,17,3,NO,0,3,?,47080,4280,8560,34240,93
10621,438,57,OH,500,1119.29,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Police,14,1,?,0,0,NO,40700,4070,4070,32560,Passat
10622,87,27,OH,500,1048.39,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Police,2,1,?,2,1,YES,34650,6300,3150,25200,F150
10623,27,28,OH,1000,1074.47,MALE,0,0,Parked Car,Trivial Damage,Police,4,1,?,2,0,?,3200,400,400,2400,Grand Cherokee
10624,206,42,IL,1000,1230.76,MALE,0,74200,Single Vehicle Collision,Major Damage,Fire,2,1,?,1,1,NO,78980,7180,14360,57440,92x
10625,127,31,OH,500,1255.02,MALE,58200,0,Parked Car,Minor Damage,None,10,1,YES,1,0,NO,6160,560,1120,4480,Ultima
10626,422,60,IN,1000,1555.52,FEMALE,43600,67800,Single Vehicle Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250,15500,7750,62000,E400
10627,303,50,IL,2000,836.11,MALE,0,0,Multi-vehicle Collision,Major Damage,Fire,1,4,YES,1,2,NO,72840,12140,6070,54630,Neon
10628,228,40,IN,500,1450.98,MALE,43700,0,Parked Car,Trivial Damage,Police,20,1,?,0,2,NO,6050,1100,1100,3850,Camry
10629,239,39,IN,2000,625.08,FEMALE,44200,37000,Single Vehicle Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890,15980,7990,63920,X6
10630,330,47,IL,2000,1133.27,FEMALE,0,56400,Multi-vehicle Collision,Total Loss,Other,20,2,?,0,2,YES,60500,11000,5500,44000,F150
10631,128,35,IN,500,1366.6,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Fire,10,3,?,2,1,NO,88220,16040,16040,56140,Malibu
10632,147,37,OH,1000,1439.9,FEMALE,0,48400,Multi-vehicle Collision,Total Loss,Other,2,2,NO,1,2,NO,53680,9760,4880,39040,MDX
10633,287,45,OH,1000,1230.69,MALE,0,54600,Single Vehicle Collision,Minor Damage,Fire,19,1,NO,0,2,NO,53800,5380,5380,43040,MDX
10634,142,29,OH,2000,1307.68,FEMALE,0,48500,Single Vehicle Collision,Major Damage,Police,10,1,YES,1,2,NO,54360,4530,9060,40770,E400
10635,162,35,IL,2000,1124.69,FEMALE,0,0,Single Vehicle Collision,Major Damage,Police,14,1,YES,0,3,YES,54340,9880,4940,39520,Camry
10636,140,35,OH,1000,1520.78,FEMALE,0,42900,Parked Car,Trivial Damage,None,5,1,?,0,2,YES,2860,520,260,2080,Tahoe
10637,106,28,OH,2000,1609.11,MALE,0,0,Vehicle Theft,Minor Damage,Police,8,1,YES,2,1,YES,5490,0,1220,4270,95
10638,292,45,IL,1000,1358.91,MALE,0,0,Vehicle Theft,Trivial Damage,Police,4,1,NO,0,2,?,7370,670,1340,5360,Impreza
10639,34,34,OH,500,1295.87,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Ambulance,4,3,?,1,0,NO,50800,5080,5080,40640,A3
10640,290,48,IL,500,1161.03,MALE,45300,0,Multi-vehicle Collision,Minor Damage,Fire,20,2,?,1,1,?,41520,5190,5190,31140,Ultima
10641,182,38,OH,2000,1441.06,FEMALE,53800,78300,Single Vehicle Collision,Total Loss,Police,18,1,?,2,3,YES,89650,8150,16300,65200,RAM
10642,362,55,OH,1000,1097.99,FEMALE,44400,71500,Multi-vehicle Collision,Total Loss,Police,0,3,NO,0,3,NO,39690,0,0,39690,Legacy
10643,143,32,IL,1000,1464.42,FEMALE,79900,0,Single Vehicle Collision,Major Damage,Ambulance,1,1,?,2,0,NO,62260,5660,5660,50940,92x
10644,183,38,IL,500,1543.68,FEMALE,20200,0,Single Vehicle Collision,Major Damage,Police,17,1,NO,0,1,YES,51920,9440,4720,37760,A3
10645,254,40,IL,500,1390.89,MALE,0,74400,Single Vehicle Collision,Minor Damage,Other,23,1,?,2,2,?,53460,9720,4860,38880,Jetta
10646,249,43,OH,2000,1148.58,FEMALE,0,71200,Multi-vehicle Collision,Total Loss,Fire,4,3,YES,2,1,YES,57100,5710,5710,45680,CRV
10647,169,36,IN,500,1616.26,MALE,50700,57600,Multi-vehicle Collision,Total Loss,Ambulance,0,3,NO,2,3,?,77440,14080,7040,56320,Neon
10648,235,40,IL,500,1398.94,MALE,0,0,Single Vehicle Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300,6830,13660,47810,Forrestor
10649,112,32,OH,1000,1238.92,MALE,57800,53700,Parked Car,Trivial Damage,None,4,1,?,0,2,?,5060,460,920,3680,CRV
10650,16,32,IL,1000,968.46,MALE,50800,66200,Multi-vehicle Collision,Total Loss,Ambulance,0,3,?,0,2,?,59400,6600,13200,39600,RAM
10651,128,31,IL,500,1045.12,FEMALE,0,28300,Multi-vehicle Collision,Major Damage,Ambulance,2,3,NO,0,2,?,69930,0,15540,54390,Escape
10652,103,27,IN,1000,1537.33,FEMALE,0,74800,Multi-vehicle Collision,Minor Damage,Police,11,3,YES,1,1,NO,77700,7770,15540,54390,Wrangler
10653,356,54,OH,500,912.3,MALE,58500,44000,Multi-vehicle Collision,Major Damage,Other,23,3,NO,2,1,?,68750,12500,12500,43750,A5
10654,109,29,OH,2000,1007.28,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Police,17,3,NO,1,3,YES,91080,16560,16560,57960,Wrangler
10655,2,20,IN,1000,1189.98,FEMALE,0,54700,Single Vehicle Collision,Minor Damage,Other,22,1,NO,1,3,YES,48360,4030,8060,36270,A5
10656,198,34,OH,1000,1576.41,MALE,0,55100,Single Vehicle Collision,Major Damage,Other,18,1,YES,1,1,YES,95000,9500,9500,76000,F150
10657,107,32,OH,500,1172.82,MALE,82100,0,Vehicle Theft,Trivial Damage,Police,8,1,?,1,3,NO,3900,780,390,2730,F150
10658,252,39,IL,500,1312.22,MALE,0,33300,Multi-vehicle Collision,Minor Damage,Other,15,3,?,0,3,NO,59400,11880,5940,41580,Grand Cherokee
10659,303,43,OH,1000,671.01,FEMALE,42900,61500,Single Vehicle Collision,Minor Damage,Fire,20,1,?,2,0,?,60210,6690,6690,46830,Maxima
10660,101,32,IL,500,895.14,MALE,52600,30400,Single Vehicle Collision,Minor Damage,Ambulance,4,1,?,0,3,YES,43600,8720,4360,30520,Legacy
10661,446,57,IN,2000,1373.21,MALE,42700,64900,Multi-vehicle Collision,Total Loss,Police,10,3,NO,0,0,NO,62800,6280,12560,43960,Wrangler
10662,330,48,OH,1000,1625.65,MALE,0,0,Single Vehicle Collision,Major Damage,Ambulance,10,1,YES,1,3,?,59500,11900,5950,41650,Neon
10663,211,37,OH,2000,1295.63,FEMALE,42200,33800,Multi-vehicle Collision,Total Loss,Police,22,3,YES,1,0,?,53460,5940,5940,41580,CRV
10664,172,33,IL,1000,1459.96,FEMALE,41300,42000,Multi-vehicle Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690,7580,7580,26530,95
10665,316,46,OH,500,1219.94,FEMALE,0,51000,Single Vehicle Collision,Minor Damage,Ambulance,13,1,?,0,1,YES,63100,6310,12620,44170,TL
10666,435,60,OH,500,1064.49,MALE,73500,43300,Single Vehicle Collision,Total Loss,Ambulance,23,1,NO,2,1,?,62880,5240,10480,47160,E400
10667,344,51,IL,1000,959.83,FEMALE,0,38700,Multi-vehicle Collision,Major Damage,Fire,18,3,?,2,2,YES,75400,17400,11600,46400,X6
10668,204,40,OH,2000,1767.02,MALE,0,49300,Single Vehicle Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,4200,8400,33600,A5
10669,278,47,IN,500,1285.01,MALE,0,39800,Single Vehicle Collision,Major Damage,Ambulance,21,1,NO,2,2,YES,58500,5850,5850,46800,Camry
10670,434,57,OH,2000,1422.95,MALE,0,0,Multi-vehicle Collision,Major Damage,Other,15,3,NO,1,3,NO,66240,11040,11040,44160,Maxima
10671,209,36,IN,2000,1223.39,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Ambulance,17,3,?,1,3,?,65440,8180,8180,49080,Wrangler
10672,250,43,IL,2000,1539.06,MALE,37800,0,Single Vehicle Collision,Minor Damage,Fire,2,1,NO,0,3,?,64200,10700,10700,42800,F150
10673,61,25,IN,2000,988.06,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,1,3,YES,1,0,NO,32320,4040,4040,24240,RAM
10674,80,28,IL,1000,1740.57,FEMALE,0,18600,Single Vehicle Collision,Major Damage,Police,3,1,?,0,1,?,33480,3720,3720,26040,Neon
10675,25,38,OH,1000,1540.91,MALE,40900,0,Vehicle Theft,Trivial Damage,None,0,1,NO,1,1,YES,4320,480,960,2880,Corolla
10676,4,29,IL,500,1381.88,MALE,0,77800,Vehicle Theft,Trivial Damage,Police,4,1,NO,0,2,?,4200,840,420,2940,Wrangler
10677,32,29,OH,500,1446.98,MALE,0,45700,Multi-vehicle Collision,Minor Damage,Ambulance,11,3,YES,2,0,NO,57970,10540,5270,42160,93
10678,125,31,IN,500,1220.86,MALE,55400,40400,Parked Car,Trivial Damage,None,4,1,YES,1,2,?,4320,0,960,3360,93
10679,276,45,IL,500,948.1,FEMALE,44500,61400,Multi-vehicle Collision,Minor Damage,Fire,11,3,?,0,2,?,69300,13860,6930,48510,Escape
10680,148,30,OH,500,1471.24,FEMALE,57500,93600,Multi-vehicle Collision,Minor Damage,Police,4,3,NO,2,2,NO,32480,4060,4060,24360,Neon
10681,222,38,IN,2000,1157.97,MALE,0,64500,Single Vehicle Collision,Total Loss,Police,20,1,?,2,2,YES,60480,6720,6720,47040,TL
10682,32,38,IL,2000,566.11,MALE,0,0,Parked Car,Trivial Damage,Police,22,1,YES,0,0,NO,2640,440,440,1760,CRV
10683,78,27,OH,500,1060.88,MALE,0,66500,Parked Car,Trivial Damage,Police,4,1,NO,0,3,NO,6050,550,1100,4400,Passat
10684,238,43,OH,1000,1524.45,MALE,0,44800,Multi-vehicle Collision,Total Loss,Ambulance,21,4,NO,0,0,NO,42700,4270,4270,34160,92x
10685,313,47,IN,1000,1556.17,MALE,63900,53300,Single Vehicle Collision,Major Damage,Ambulance,20,1,YES,1,3,NO,40260,3660,7320,29280,MDX
10686,334,50,OH,500,1216.24,MALE,26700,47200,Single Vehicle Collision,Major Damage,Fire,7,1,NO,2,0,?,50000,5000,10000,35000,Silverado
10687,190,35,IN,500,1484.72,FEMALE,0,0,Parked Car,Trivial Damage,None,4,1,NO,0,1,NO,3840,640,320,2880,92x
10688,194,41,IL,500,1203.81,MALE,52500,51300,Multi-vehicle Collision,Minor Damage,Police,17,3,?,0,2,?,95900,13700,20550,61650,95
10689,290,47,IN,1000,1393.34,MALE,0,61400,Multi-vehicle Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160,6240,12480,37440,A5
10690,26,42,OH,1000,1484.48,MALE,50700,36300,Single Vehicle Collision,Major Damage,Police,10,1,NO,2,3,?,63030,5730,11460,45840,92x
10691,254,41,IL,500,1581.27,FEMALE,42200,48000,Single Vehicle Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,5770,11540,46160,X6
10692,199,38,IL,1000,1281.25,FEMALE,0,53100,Single Vehicle Collision,Major Damage,Police,6,1,?,0,2,NO,44440,8080,4040,32320,X6
10693,137,35,IN,500,1667.83,MALE,48500,67400,Parked Car,Minor Damage,Police,4,1,YES,1,1,NO,6600,1200,1200,4200,Grand Cherokee
10694,134,36,OH,1000,1497.41,MALE,14100,44500,Multi-vehicle Collision,Minor Damage,Ambulance,17,3,NO,2,0,YES,77200,9650,9650,57900,Escape
10695,73,30,OH,500,803.36,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Other,15,3,?,0,0,YES,57000,0,11400,45600,A3
10696,289,45,OH,2000,1221.41,FEMALE,46700,72500,Vehicle Theft,Trivial Damage,Police,9,1,NO,2,1,NO,2700,300,300,2100,Accord
10697,176,36,OH,500,1865.83,MALE,32800,50600,Single Vehicle Collision,Total Loss,Police,17,1,?,2,1,YES,47300,4300,8600,34400,Jetta
10698,145,37,OH,2000,1434.27,FEMALE,0,35900,Single Vehicle Collision,Major Damage,Other,13,1,?,2,3,?,55110,5010,10020,40080,Maxima
10699,164,31,IN,500,1114.68,FEMALE,44500,55900,Vehicle Theft,Trivial Damage,Police,5,1,YES,1,0,NO,4320,480,480,3360,E400
10700,186,38,OH,2000,1218.56,FEMALE,39300,60300,Multi-vehicle Collision,Total Loss,Police,23,3,YES,2,2,?,68760,11460,5730,51570,95
10701,85,31,IL,2000,1234.69,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Other,1,2,NO,2,1,?,74400,14880,7440,52080,M5
10702,162,33,OH,500,964.92,FEMALE,45700,0,Multi-vehicle Collision,Major Damage,Fire,17,4,NO,2,1,NO,35300,3530,3530,28240,E400
10703,396,57,IL,500,1351.72,MALE,0,49400,Parked Car,Minor Damage,None,3,1,YES,1,3,?,2640,480,480,1680,Passat
10704,270,41,IL,1000,817.28,MALE,62200,0,Multi-vehicle Collision,Total Loss,Ambulance,17,3,?,1,1,NO,60190,4630,9260,46300,ML350
10705,168,39,IL,1000,1389.59,FEMALE,0,42600,Multi-vehicle Collision,Major Damage,Fire,23,3,YES,1,3,NO,41580,3780,7560,30240,Malibu
10706,274,45,IN,1000,1353.53,FEMALE,54700,47900,Single Vehicle Collision,Minor Damage,Ambulance,13,1,YES,0,0,NO,58500,11700,0,46800,MDX
10707,263,43,IN,1000,1294.04,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Fire,17,1,YES,2,3,YES,79320,13220,6610,59490,Ultima
